Timestamp,SF_Level,Game_No,Color,Result,Win,Draw,Loss
2025-12-11 02:43:52,4,20,Black,1,1,0,0
2025-12-11 02:46:00,4,21,White,1,1,0,0
2025-12-11 02:47:45,4,22,Black,1,1,0,0
2025-12-11 02:49:30,4,23,White,1,1,0,0
2025-12-11 02:53:24,4,24,Black,1,1,0,0
2025-12-11 02:54:58,4,25,White,1,1,0,0
2025-12-11 02:57:22,4,26,Black,1,1,0,0
2025-12-11 02:59:03,4,27,White,-1,0,0,1
2025-12-11 03:00:58,4,28,Black,0,0,1,0
2025-12-11 03:09:34,4,29,White,0,0,1,0
2025-12-11 03:12:04,4,30,Black,-1,0,0,1
2025-12-11 03:12:49,4,31,White,1,1,0,0
2025-12-11 03:16:17,4,32,Black,1,1,0,0
2025-12-11 03:19:01,4,33,White,0,0,1,0
2025-12-11 03:20:40,4,34,Black,-1,0,0,1
2025-12-11 03:25:57,4,35,White,0,0,1,0
2025-12-11 03:27:53,4,36,Black,1,1,0,0
2025-12-11 03:32:04,4,37,White,1,1,0,0
2025-12-11 03:36:22,4,38,Black,1,1,0,0
2025-12-11 03:38:01,4,39,White,1,1,0,0
2025-12-11 03:43:47,4,40,Black,1,1,0,0
2025-12-11 03:45:55,4,41,White,0,0,1,0
2025-12-11 03:48:32,4,42,Black,1,1,0,0
2025-12-11 03:50:45,4,43,White,1,1,0,0
2025-12-11 03:54:35,4,44,Black,1,1,0,0
2025-12-11 03:57:22,4,45,White,1,1,0,0
2025-12-11 04:00:20,4,46,Black,1,1,0,0
2025-12-11 04:03:37,4,47,White,1,1,0,0
2025-12-11 04:11:39,4,48,Black,0,0,1,0
2025-12-11 04:13:14,4,49,White,1,1,0,0
2025-12-11 04:15:21,4,50,Black,1,1,0,0
2025-12-11 04:19:15,5,1,White,-1,0,0,1
2025-12-11 04:24:08,5,2,Black,-1,0,0,1
2025-12-11 04:26:52,5,3,White,0,0,1,0
2025-12-11 04:30:01,5,4,Black,1,1,0,0
2025-12-11 04:33:05,5,5,White,1,1,0,0
2025-12-11 04:35:56,5,6,Black,0,0,1,0
2025-12-11 04:38:02,5,7,White,1,1,0,0
2025-12-11 04:40:36,5,8,Black,0,0,1,0
2025-12-11 04:43:00,5,9,White,-1,0,0,1
2025-12-11 04:47:54,5,10,Black,1,1,0,0
2025-12-11 04:52:19,5,11,White,0,0,1,0
2025-12-11 04:54:34,5,12,Black,1,1,0,0
2025-12-11 04:59:23,5,13,White,0,0,1,0
2025-12-11 05:00:25,5,14,Black,-1,0,0,1
2025-12-11 05:05:15,5,15,White,1,1,0,0
2025-12-11 05:09:18,5,16,Black,1,1,0,0
2025-12-11 05:12:16,5,17,White,0,0,1,0
2025-12-11 05:15:31,5,18,Black,0,0,1,0
2025-12-11 05:18:24,5,19,White,-1,0,0,1
2025-12-11 05:22:28,5,20,Black,0,0,1,0
2025-12-11 05:24:55,5,21,White,1,1,0,0
2025-12-11 05:28:57,5,22,Black,1,1,0,0
2025-12-11 05:31:04,5,23,White,1,1,0,0
2025-12-11 05:33:53,5,24,Black,1,1,0,0
2025-12-11 05:36:52,5,25,White,1,1,0,0
2025-12-11 05:40:39,5,26,Black,0,0,1,0
2025-12-11 05:41:36,5,27,White,1,1,0,0
2025-12-11 05:45:17,5,28,Black,0,0,1,0
2025-12-11 05:49:20,5,29,White,0,0,1,0
2025-12-11 05:50:48,5,30,Black,-1,0,0,1
2025-12-11 05:53:21,5,31,White,0,0,1,0
2025-12-11 05:58:24,5,32,Black,1,1,0,0
2025-12-11 06:02:05,5,33,White,1,1,0,0
2025-12-11 06:04:34,5,34,Black,1,1,0,0
2025-12-11 06:06:36,5,35,White,1,1,0,0
2025-12-11 06:09:44,5,36,Black,-1,0,0,1
2025-12-11 06:12:31,5,37,White,0,0,1,0
2025-12-11 06:16:02,5,38,Black,1,1,0,0
2025-12-11 06:19:13,5,39,White,0,0,1,0
2025-12-11 06:21:46,5,40,Black,1,1,0,0
2025-12-11 06:23:44,5,41,White,1,1,0,0
2025-12-11 06:26:12,5,42,Black,1,1,0,0
2025-12-11 06:28:47,5,43,White,1,1,0,0
2025-12-11 06:32:32,5,44,Black,1,1,0,0
2025-12-11 06:34:44,5,45,White,1,1,0,0
2025-12-11 06:37:49,5,46,Black,1,1,0,0
2025-12-11 06:42:55,5,47,White,-1,0,0,1
2025-12-11 06:46:45,5,48,Black,1,1,0,0
2025-12-11 06:49:18,5,49,White,1,1,0,0
2025-12-11 06:56:21,5,50,Black,1,1,0,0
2025-12-11 07:00:09,6,1,White,-1,0,0,1
2025-12-11 07:04:18,6,2,Black,0,0,1,0
