epoch,train_loss,train_value_loss,train_policy_loss,val_loss,val_value_loss,val_policy_loss
1,5.956435382609465,0.614775485895118,5.341659900120327,3.5322887013035436,0.5460987283337501,2.9861899691243328
2,3.7044992952930684,0.5272482412202018,3.1772510606415416,3.1818569937059955,0.5358712985630958,2.645985714850887
3,3.2021844396785815,0.5000617212178756,2.7021227174875686,2.9912741607235325,0.5238743861836772,2.4673997625227897
4,2.9808916617412957,0.48706790853519827,2.4938237550307294,2.8514831566041514,0.502769146715441,2.348713997871645
5,2.844696657998221,0.47966426501468734,2.3650323896991963,2.957412189052951,0.6576016660659544,2.299810540291571
6,2.7529307414074333,0.4738235831260681,2.279107158038081,2.7078834772109985,0.5217251893012754,2.186158284064262
7,2.6887771460474754,0.4689188997356259,2.2198582415678065,2.7522085905075073,0.5828626357739971,2.1693459556948755
8,2.6402988141896775,0.4661197595450343,2.1741790489274626,2.65362137363803,0.503769953885386,2.149851437537901
9,2.605388798032488,0.46351198602695853,2.141876810424182,2.625313916513997,0.49596534957808835,2.1293485818370694
10,2.57589896455103,0.4606830294034919,2.1152159379453077,2.569372542442814,0.4811385610411244,2.088233974672133
11,2.4271877220698763,0.4433983515719978,1.9837893763367012,2.3493140320624075,0.44148526508961955,1.907828757839818
12,2.3757488708106838,0.4379519891982176,1.937796884166951,2.324807728490522,0.43889740638194547,1.8859103283574503
13,2.3530346899616474,0.43597938041297757,1.9170553139277866,2.3125557937929706,0.4477776221690639,1.8647781725852721
14,2.336504179117631,0.43487469310663185,1.9016294868624941,2.299801749567832,0.4411356449127197,1.8586660988869206
15,2.321238744502165,0.43284226096406275,1.8883964738067316,2.2884978978864607,0.43788904143917945,1.8506088660609337
16,2.3086256737611732,0.4325813024627919,1.8760443677707594,2.2786871464021745,0.43893230586282667,1.8397548256381866
17,2.299296930858067,0.431718628138912,1.8675782972452593,2.273751566486974,0.4411074398986755,1.8326441299530767
18,2.290451076079388,0.43136717458160556,1.8590838987000136,2.263072486846678,0.4355096802596123,1.8275628205268615
19,2.280581673797296,0.43050652109846776,1.8500751500227013,2.260854463423452,0.4421570301055908,1.8186974371633222
20,2.273422847475324,0.4295523055962154,1.8438705468664365,2.2463492654984996,0.43228088367369866,1.8140683750952444
21,2.2473247917330994,0.4257140720377163,1.8216107198170253,2.2150350309187368,0.4261249582613668,1.788910077464196
22,2.236080743828598,0.42409229558341355,1.8119884456907,2.2111888547097482,0.42614508876877444,1.7850437741125784
23,2.2326760895398197,0.4238547160917399,1.8088213682174683,2.2066052113809893,0.42586738447989186,1.780737824978367
24,2.2298852891338115,0.42430924469110914,1.8055760388471642,2.2072201774966334,0.42678929000131544,1.7804308995123832
25,2.2261606206699294,0.4234310012690875,1.8027296192791997,2.2037085756178825,0.4257742839474832,1.7779342974385908
26,2.2255733275900083,0.4231846636655379,1.8023886622214804,2.200996098979827,0.4263056372442553,1.7746904607742064
27,2.2202682855177898,0.4235871615458508,1.7966811306622563,2.201354888177687,0.4258867742553834,1.77546811872913
28,2.2194289197727124,0.42298163431031366,1.7964472853407567,2.1994207366820304,0.4261074013287021,1.773313335834011
29,2.2174223345153186,0.42260538826183397,1.7948169426042206,2.19663486173076,0.4248636470687005,1.7717712175461553
30,2.2145308932479546,0.4224059916272455,1.7921249058781838,2.1922107396587247,0.4233305213912841,1.768880223074267
31,2.2122347208918356,0.421831664382195,1.7904030580909884,2.1892740072742587,0.42350565570016063,1.7657683568616067
32,2.2132230398606283,0.42217762178304247,1.7910454253761137,2.190470080221853,0.42352630774821004,1.7669437777611516
33,2.2126305395243118,0.4221231847393269,1.790507357461112,2.190488515361663,0.42435167729854584,1.7661368462347216
34,2.2116587181480565,0.42188461933817184,1.789774089930009,2.1928984657410653,0.4242790379831868,1.7686194162214957
35,2.2110511594889117,0.4218417127521671,1.789209442722554,2.1908709541443856,0.4255036658817722,1.7653672829751046
36,2.2126068300130415,0.421640906771835,1.7909659268904705,2.1863826628654235,0.4231120804625173,1.7632705761540322
37,2.21103598633591,0.42174879750426936,1.7892871856689454,2.1928621645896667,0.4232847796332452,1.7695773743814038
